CheckingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentDuration,InstallmentRate,PersonalStatus,Guarantor,ResidenceDuration,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,Risk
2,12,Existing credits paid back,Radio/TV,625,< 100 DM,< 1 year,4,Male married/widowed,Guarantor,1,Real estate,26,Bank,Own,1,Unskilled,2,No,No,Low Risk
3,6,Critical account,Car (new),1323,100 <= savings < 500,>= 7 years,2,Male divorced/separated,None,4,Car or other,28,None,Own,2,Skilled,1,Yes,No,Low Risk
1,9,Critical account,Radio/TV,1138,< 100 DM,1 - 4 years,4,Male single,None,4,Real estate,25,None,Own,2,Unskilled,2,No,No,Low Risk
2,18,Critical account,Radio/TV,1795,< 100 DM,>= 7 years,3,Female divorced/separated/married,Guarantor,4,Real estate,48,Bank,Rent,2,Unskilled,2,Yes,No,Low Risk
2,15,Critical account,Radio/TV,2728,Unknown / None,4 - 7 years,4,Male single,Guarantor,2,Real estate,35,Bank,Own,3,Skilled,2,Yes,No,Low Risk
2,6,Existing credits paid back,Radio/TV,484,< 100 DM,4 - 7 years,3,Male married/widowed,Guarantor,3,Real estate,28,Bank,Own,1,Unskilled,2,No,No,Low Risk
2,10,All credits paid back,Radio/TV,1048,< 100 DM,1 - 4 years,4,Male single,None,4,Real estate,23,Stores,Own,1,Unskilled,2,No,No,Low Risk
2,12,Existing credits paid back,Radio/TV,1155,< 100 DM,>= 7 years,3,Male married/widowed,Guarantor,3,Real estate,40,Bank,Own,2,Unskilled,2,No,No,Low Risk
2,20,Delay in paying,Car (used),7057,Unknown / None,4 - 7 years,3,Male single,None,4,Building society savings,36,Bank,Rent,2,Highly skilled,1,Yes,No,Low Risk
2,15,Critical account,Radio/TV,1537,Unknown / None,>= 7 years,4,Male single,Guarantor,4,Real estate,50,None,Own,2,Skilled,2,Yes,No,Low Risk
1,12,Existing credits paid back,Radio/TV,2214,< 100 DM,1 - 4 years,4,Male single,None,3,Building society savings,24,None,Own,1,Unskilled,2,No,No,Low Risk
4,24,Critical account,Furniture/equipment,1585,< 100 DM,4 - 7 years,4,Male single,None,3,Building society savings,40,None,Own,2,Skilled,2,No,No,Low Risk
2,10,Existing credits paid back,Furniture/equipment,1521,< 100 DM,1 - 4 years,4,Male divorced/separated,None,2,Car or other,31,None,Own,1,Unskilled,2,No,No,Low Risk
2,36,All credits paid back,Domestic appliances,3990,Unknown / None,< 1 year,3,Female divorced/separated/married,None,2,Unknown / None,29,Bank,Own,1,Unemployed,2,No,No,Low Risk
3,18,Existing credits paid back,Furniture/equipment,3049,< 100 DM,< 1 year,1,Female divorced/separated/married,None,1,Building society savings,45,Stores,Own,1,Unskilled,2,No,No,Low Risk
1,24,Existing credits paid back,Radio/TV,1282,100 <= savings < 500,1 - 4 years,4,Female divorced/separated/married,None,2,Car or other,32,None,Own,1,Unskilled,2,No,No,High Risk
4,60,Existing credits paid back,Radio/TV,10144,100 <= savings < 500,4 - 7 years,2,Female divorced/separated/married,None,4,Real estate,21,None,Own,1,Skilled,2,Yes,No,Low Risk
1,12,Existing credits paid back,Car (new),1168,< 100 DM,1 - 4 years,4,Male married/widowed,None,3,Real estate,27,None,Own,1,Unskilled,2,No,No,Low Risk
2,6,Existing credits paid back,Repairs,454,< 100 DM,< 1 year,3,Male married/widowed,None,1,Building society savings,22,None,Own,1,Unskilled,2,No,No,Low Risk
4,15,Delay in paying,Car (used),3594,< 100 DM,< 1 year,1,Female divorced/separated/married,None,2,Building society savings,46,None,Own,2,Unskilled,2,No,No,Low Risk
4,12,Existing credits paid back,Furniture/equipment,1768,< 100 DM,1 - 4 years,3,Male single,None,2,Real estate,24,None,Rent,1,Unskilled,2,No,No,Low Risk
4,60,Delay in paying,Radio/TV,15653,< 100 DM,4 - 7 years,2,Male single,None,4,Car or other,21,None,Own,2,Skilled,2,Yes,No,Low Risk
3,12,Delay in paying,Car (new),2247,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Car or other,36,Stores,Own,2,Skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,1413,< 100 DM,1 - 4 years,4,Male married/widowed,None,2,Building society savings,28,None,Own,1,Skilled,2,No,No,Low Risk
2,45,Critical account,Car (used),4576,100 <= savings < 500,Unemployed,3,Male single,None,4,Car or other,27,None,Own,1,Skilled,2,No,No,Low Risk
1,24,Critical account,Radio/TV,1231,>= 1000 DM,>= 7 years,4,Female divorced/separated/married,None,4,Building society savings,57,None,Rent,2,Highly skilled,2,Yes,No,Low Risk
1,36,Existing credits paid back,Car (used),8335,Unknown / None,>= 7 years,3,Male single,None,4,Unknown / None,47,None,Free,1,Skilled,2,No,No,High Risk
2,36,Critical account,Car (used),5800,< 100 DM,1 - 4 years,3,Male single,None,4,Car or other,34,None,Own,2,Skilled,2,Yes,No,Low Risk
1,18,Delay in paying,Education,8471,Unknown / None,1 - 4 years,1,Female divorced/separated/married,None,2,Car or other,23,None,Rent,2,Skilled,2,Yes,No,Low Risk
1,30,Existing credits paid back,Furniture/equipment,3622,>= 1000 DM,>= 7 years,4,Female divorced/separated/married,None,4,Building society savings,57,None,Rent,2,Skilled,2,Yes,No,Low Risk
1,6,Critical account,Radio/TV,1169,Unknown / None,>= 7 years,4,Male single,None,4,Real estate,67,None,Own,2,Skilled,2,Yes,No,Low Risk
4,15,Existing credits paid back,Domestic appliances,1262,500 <= savings < 1000,4 - 7 years,4,Male single,None,3,Building society savings,36,None,Own,2,Skilled,2,Yes,No,Low Risk
3,24,Critical account,Furniture/equipment,3617,Unknown / None,>= 7 years,4,Male single,Co-applicant,4,Unknown / None,20,None,Rent,2,Skilled,2,No,No,Low Risk
2,30,Critical account,Car (new),2181,Unknown / None,>= 7 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled,2,No,No,Low Risk
1,48,All credits paid back,Business,7685,< 100 DM,4 - 7 years,2,Female divorced/separated/married,Guarantor,4,Car or other,37,None,Rent,1,Skilled,2,No,No,High Risk
4,48,Critical account,Education,6110,< 100 DM,1 - 4 years,1,Male single,None,3,Unknown / None,31,Bank,Free,1,Skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Car (new),3757,< 100 DM,>= 7 years,4,Female divorced/separated/married,Co-applicant,4,Unknown / None,62,None,Free,1,Skilled,2,Yes,No,Low Risk
1,42,Critical account,Repairs,3394,< 100 DM,Unemployed,4,Male single,Co-applicant,4,Car or other,65,None,Own,2,Unemployed,2,No,No,Low Risk
4,36,Critical account,Business,6304,Unknown / None,>= 7 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled,2,No,No,Low Risk
4,9,Critical account,Education,1244,Unknown / None,>= 7 years,4,Female divorced/separated/married,None,4,Building society savings,41,None,Rent,2,Unskilled,2,No,No,Low Risk
4,6,Existing credits paid back,Car (new),3518,< 100 DM,1 - 4 years,2,Male single,Guarantor,3,Building society savings,26,None,Rent,1,Skilled,2,No,No,Low Risk
4,36,No credit history,Repairs,2613,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,27,None,Own,2,Skilled,2,No,No,Low Risk
1,48,Existing credits paid back,Education,7476,< 100 DM,4 - 7 years,4,Male single,None,1,Unknown / None,50,None,Free,1,Highly skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Business,4591,>= 1000 DM,1 - 4 years,2,Male single,None,3,Building society savings,54,None,Own,3,Highly skilled,2,Yes,No,High Risk
2,18,Existing credits paid back,Furniture/equipment,1924,Unknown / None,< 1 year,4,Female divorced/separated/married,None,3,Real estate,27,None,Rent,1,Skilled,2,No,No,High Risk
2,72,Existing credits paid back,Radio/TV,5595,100 <= savings < 500,1 - 4 years,2,Male married/widowed,None,2,Car or other,24,None,Own,1,Skilled,2,No,No,High Risk
2,48,Delay in paying,Education,6224,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,50,None,Free,1,Skilled,2,No,No,High Risk
3,15,Existing credits paid back,Education,1905,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,40,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
4,21,Delay in paying,Car (used),2993,< 100 DM,1 - 4 years,3,Male single,None,2,Real estate,28,Stores,Own,2,Unskilled,2,No,No,Low Risk
4,36,Delay in paying,Car (used),8947,Unknown / None,4 - 7 years,3,Male single,None,2,Car or other,31,Stores,Own,1,Highly skilled,1,Yes,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,4020,< 100 DM,1 - 4 years,2,Male single,None,2,Car or other,27,Stores,Own,1,Skilled,2,No,No,Low Risk
2,18,Existing credits paid back,Car (used),2779,< 100 DM,1 - 4 years,1,Male married/widowed,None,3,Car or other,21,None,Rent,1,Skilled,2,Yes,No,Low Risk
4,21,Existing credits paid back,Car (new),2782,500 <= savings < 1000,4 - 7 years,1,Female divorced/separated/married,None,2,Car or other,31,Bank,Own,1,Highly skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Car (new),1884,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,39,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,36,Critical account,Car (used),11054,Unknown / None,1 - 4 years,4,Male single,None,2,Car or other,30,None,Own,1,Highly skilled,2,Yes,No,Low Risk
2,60,Delay in paying,Radio/TV,9157,Unknown / None,1 - 4 years,2,Male single,None,2,Unknown / None,27,None,Free,1,Highly skilled,2,No,No,Low Risk
2,42,All credits paid back,Car (used),9283,< 100 DM,Unemployed,1,Male single,None,2,Unknown / None,55,Bank,Free,1,Highly skilled,2,Yes,No,Low Risk
4,60,Existing credits paid back,Car (new),6527,Unknown / None,1 - 4 years,4,Male single,None,4,Unknown / None,34,None,Free,1,Skilled,1,Yes,No,Low Risk
4,15,Critical account,Car (used),3368,>= 1000 DM,>= 7 years,3,Male single,None,4,Unknown / None,23,None,Rent,2,Skilled,2,Yes,No,Low Risk
1,15,Existing credits paid back,Car (new),2511,< 100 DM,Unemployed,1,Female divorced/separated/married,None,4,Car or other,23,None,Rent,1,Skilled,2,No,No,Low Risk
1,36,Existing credits paid back,Car (used),5493,< 100 DM,>= 7 years,2,Male single,None,4,Unknown / None,42,None,Free,1,Skilled,1,No,No,Low Risk
4,6,Existing credits paid back,Domestic appliances,1338,500 <= savings < 1000,1 - 4 years,1,Male divorced/separated,None,4,Real estate,62,None,Own,1,Skilled,2,No,No,Low Risk
2,9,Existing credits paid back,Radio/TV,1082,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,37,None,Own,2,Unskilled,2,No,No,Low Risk
4,18,Critical account,Radio/TV,1149,>= 1000 DM,1 - 4 years,4,Male single,None,3,Real estate,46,None,Own,2,Skilled,2,No,No,Low Risk
2,15,Existing credits paid back,Repairs,1308,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,38,None,Own,2,Unskilled,2,No,No,Low Risk
2,20,No credit history,Car (used),6148,100 <= savings < 500,>= 7 years,3,Male married/widowed,None,4,Car or other,31,Bank,Own,2,Skilled,2,Yes,No,Low Risk
4,12,Existing credits paid back,Furniture/equipment,1736,< 100 DM,4 - 7 years,3,Female divorced/separated/married,None,4,Real estate,31,None,Own,1,Unskilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,3059,>= 1000 DM,4 - 7 years,2,Male divorced/separated,None,4,Real estate,61,None,Own,1,Unskilled,2,No,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,2996,Unknown / None,1 - 4 years,2,Male married/widowed,None,4,Car or other,20,None,Own,1,Skilled,2,No,No,High Risk
4,30,Critical account,Car (used),7596,Unknown / None,>= 7 years,1,Male single,None,4,Car or other,63,None,Own,2,Skilled,2,No,No,Low Risk
4,30,Existing credits paid back,Car (used),4811,Unknown / None,4 - 7 years,2,Female divorced/separated/married,None,4,Building society savings,24,Stores,Rent,1,Unskilled,2,No,No,Low Risk
4,6,Existing credits paid back,Furniture/equipment,1766,< 100 DM,1 - 4 years,1,Male married/widowed,None,2,Building society savings,21,None,Rent,1,Skilled,2,No,No,Low Risk
2,24,Existing credits paid back,Car (used),2760,Unknown / None,>= 7 years,4,Male single,None,4,Unknown / None,36,Bank,Free,1,Skilled,2,Yes,No,Low Risk
4,24,Critical account,Repairs,5507,< 100 DM,>= 7 years,3,Male single,None,4,Unknown / None,44,None,Free,2,Skilled,2,No,No,Low Risk
2,9,Existing credits paid back,Education,1199,< 100 DM,4 - 7 years,4,Female divorced/separated/married,None,4,Building society savings,67,None,Own,2,Highly skilled,2,Yes,No,Low Risk
3,24,Existing credits paid back,Furniture/equipment,2892,< 100 DM,>= 7 years,3,Male divorced/separated,None,4,Unknown / None,51,None,Free,1,Skilled,2,No,No,Low Risk
2,36,Delay in paying,Car (new),2862,100 <= savings < 500,>= 7 years,4,Male single,None,3,Unknown / None,30,None,Free,1,Skilled,2,No,No,Low Risk
1,9,Existing credits paid back,Car (new),654,< 100 DM,1 - 4 years,4,Male single,None,3,Car or other,28,None,Own,1,Unskilled,2,No,No,High Risk
2,9,Critical account,Education,1136,>= 1000 DM,>= 7 years,4,Male single,None,3,Unknown / None,32,None,Free,2,Skilled,1,No,No,High Risk
2,24,Existing credits paid back,Car (used),4113,500 <= savings < 1000,< 1 year,3,Female divorced/separated/married,None,4,Car or other,28,None,Rent,1,Skilled,2,No,No,High Risk
2,6,Existing credits paid back,Car (new),14555,Unknown / None,Unemployed,1,Male single,None,2,Building society savings,23,None,Own,1,Unemployed,2,Yes,No,High Risk
1,15,No credit history,Car (new),950,< 100 DM,>= 7 years,4,Male single,None,3,Car or other,33,None,Rent,2,Skilled,1,No,No,High Risk
1,24,Critical account,Car (new),1199,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,60,None,Own,2,Unskilled,2,No,No,High Risk
1,12,No credit history,Car (new),1082,< 100 DM,1 - 4 years,4,Male single,None,4,Car or other,48,Bank,Own,2,Skilled,2,No,No,High Risk
2,30,Existing credits paid back,Car (new),2150,< 100 DM,1 - 4 years,4,Female divorced/separated/married,Guarantor,2,Unknown / None,24,Bank,Own,1,Skilled,2,No,No,High Risk
2,36,Critical account,Car (new),2820,< 100 DM,< 1 year,4,Male divorced/separated,None,4,Car or other,27,None,Own,2,Skilled,2,No,No,High Risk
2,48,Existing credits paid back,Radio/TV,3060,< 100 DM,4 - 7 years,4,Male single,None,4,Real estate,28,None,Own,2,Skilled,2,No,No,High Risk
1,18,Existing credits paid back,Radio/TV,2600,< 100 DM,1 - 4 years,4,Male single,None,4,Unknown / None,65,None,Free,2,Skilled,2,No,No,High Risk
4,21,No credit history,Car (new),5003,Unknown / None,1 - 4 years,1,Female divorced/separated/married,None,4,Building society savings,29,Bank,Own,2,Skilled,2,Yes,No,High Risk
2,60,Existing credits paid back,Education,6288,< 100 DM,1 - 4 years,4,Male single,None,4,Unknown / None,42,None,Free,1,Skilled,2,No,No,High Risk
4,24,Delay in paying,Car (new),2538,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,47,None,Own,2,Unskilled,1,No,No,High Risk
4,9,Existing credits paid back,Radio/TV,1478,< 100 DM,4 - 7 years,4,Male single,None,2,Car or other,22,None,Own,1,Skilled,2,No,No,High Risk
2,39,Critical account,Radio/TV,4933,< 100 DM,4 - 7 years,2,Male single,Guarantor,2,Real estate,25,None,Own,2,Skilled,2,No,No,High Risk
4,18,Critical account,Car (new),1530,< 100 DM,1 - 4 years,3,Male single,None,2,Building society savings,32,Bank,Own,2,Skilled,2,No,No,High Risk
2,9,All credits paid back,Car (new),1437,100 <= savings < 500,4 - 7 years,2,Male single,None,3,Unknown / None,29,None,Own,1,Skilled,2,No,No,High Risk
1,15,Existing credits paid back,Domestic appliances,1275,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,2,Car or other,24,None,Rent,1,Skilled,2,No,No,High Risk
1,24,Existing credits paid back,Radio/TV,1823,< 100 DM,Unemployed,4,Male single,None,2,Car or other,30,Stores,Own,1,Highly skilled,1,No,No,High Risk
1,9,Existing credits paid back,Car (new),1422,< 100 DM,< 1 year,3,Male single,None,2,Unknown / None,27,None,Free,1,Highly skilled,2,Yes,No,High Risk
1,18,Existing credits paid back,Domestic appliances,1217,< 100 DM,1 - 4 years,4,Male married/widowed,None,3,Real estate,47,None,Own,1,Unskilled,2,Yes,No,High Risk
1,36,Existing credits paid back,Car (new),9271,< 100 DM,4 - 7 years,2,Male single,None,1,Car or other,24,None,Own,1,Skilled,2,Yes,No,High Risk
1,36,Delay in paying,Business,2145,< 100 DM,4 - 7 years,2,Male single,None,1,Car or other,24,None,Own,2,Skilled,2,Yes,No,High Risk
1,36,Existing credits paid back,Car (new),1842,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Car or other,34,None,Own,1,Skilled,2,Yes,No,High Risk
2,18,Delay in paying,Furniture/equipment,4297,< 100 DM,>= 7 years,4,Male divorced/separated,None,3,Unknown / None,40,None,Own,1,Highly skilled,2,Yes,No,High Risk
1,6,Critical account,Furniture/equipment,3384,< 100 DM,1 - 4 years,1,Male divorced/separated,None,4,Real estate,44,None,Rent,1,Highly skilled,2,Yes,No,High Risk
2,18,Critical account,Radio/TV,1245,< 100 DM,1 - 4 years,4,Male married/widowed,None,2,Car or other,33,None,Own,1,Skilled,2,No,No,High Risk
4,15,Existing credits paid back,Education,4623,100 <= savings < 500,1 - 4 years,3,Male single,None,2,Building society savings,40,None,Own,1,Highly skilled,2,Yes,No,High Risk
2,30,Critical account,Furniture/equipment,8386,< 100 DM,4 - 7 years,2,Male single,None,2,Building society savings,49,None,Own,1,Skilled,2,No,No,High Risk
1,24,Delay in paying,Radio/TV,1024,< 100 DM,< 1 year,4,Male married/widowed,None,4,Real estate,48,Stores,Own,1,Skilled,2,No,No,High Risk
2,36,Existing credits paid back,Car (new),14318,< 100 DM,>= 7 years,4,Male single,None,2,Unknown / None,57,None,Free,1,Highly skilled,2,Yes,No,High Risk
2,6,All credits paid back,Education,433,>= 1000 DM,< 1 year,4,Female divorced/separated/married,None,2,Building society savings,24,Bank,Rent,1,Skilled,1,No,No,High Risk
1,12,All credits paid back,Radio/TV,2149,< 100 DM,1 - 4 years,4,Male divorced/separated,None,1,Unknown / None,29,None,Free,1,Skilled,2,No,No,High Risk
4,24,Existing credits paid back,Radio/TV,2397,500 <= savings < 1000,>= 7 years,3,Male single,None,2,Car or other,35,Bank,Own,2,Skilled,2,Yes,No,High Risk
2,6,All credits paid back,Car (new),931,100 <= savings < 500,< 1 year,1,Female divorced/separated/married,None,1,Building society savings,32,Stores,Own,1,Unskilled,2,No,No,High Risk
2,15,Delay in paying,Repairs,1512,>= 1000 DM,1 - 4 years,3,Male married/widowed,None,3,Building society savings,61,Stores,Own,2,Skilled,2,No,No,High Risk
2,24,No credit history,Business,4241,< 100 DM,1 - 4 years,1,Male single,None,4,Real estate,36,None,Own,3,Unskilled,2,Yes,No,High Risk
2,24,Critical account,Furniture/equipment,4736,< 100 DM,< 1 year,2,Female divorced/separated/married,None,4,Car or other,25,Bank,Own,1,Unskilled,2,No,No,High Risk
2,15,No credit history,Car (new),1778,< 100 DM,< 1 year,2,Female divorced/separated/married,None,1,Real estate,26,None,Rent,2,Unemployed,2,No,No,High Risk
3,15,Existing credits paid back,Radio/TV,2327,< 100 DM,< 1 year,2,Female divorced/separated/married,None,3,Real estate,25,None,Own,1,Unskilled,2,No,No,High Risk
1,24,All credits paid back,Furniture/equipment,6872,< 100 DM,< 1 year,2,Male divorced/separated,None,1,Building society savings,55,Bank,Own,1,Skilled,2,Yes,No,High Risk
1,12,Existing credits paid back,Education,795,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Building society savings,53,None,Own,1,Skilled,2,No,No,High Risk
3,30,Delay in paying,Business,1908,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,66,None,Own,1,Highly skilled,2,Yes,No,High Risk
2,36,No credit history,Business,1953,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,61,None,Free,1,Highly skilled,2,Yes,No,High Risk
3,18,Existing credits paid back,Furniture/equipment,2864,< 100 DM,1 - 4 years,2,Male single,None,1,Real estate,34,None,Own,1,Unskilled,1,No,No,High Risk
3,21,Critical account,Education,2319,< 100 DM,< 1 year,2,Male divorced/separated,None,1,Car or other,33,None,Rent,1,Skilled,2,No,No,High Risk
1,24,Existing credits paid back,Car (new),915,Unknown / None,>= 7 years,4,Female divorced/separated/married,None,2,Car or other,29,Bank,Own,1,Skilled,2,No,No,High Risk
3,24,Existing credits paid back,Car (new),947,< 100 DM,4 - 7 years,4,Male single,None,3,Unknown / None,38,Bank,Free,1,Skilled,1,No,No,High Risk
1,24,Existing credits paid back,Car (new),1381,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,2,Building society savings,35,None,Own,1,Skilled,2,No,No,High Risk
1,24,Existing credits paid back,Car (new),1285,Unknown / None,4 - 7 years,4,Female divorced/separated/married,None,4,Unknown / None,32,None,Rent,1,Skilled,2,No,No,High Risk
1,24,Existing credits paid back,Car (new),1371,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,4,Real estate,25,None,Rent,1,Skilled,2,No,No,High Risk
2,18,Existing credits paid back,Car (new),1042,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,2,Building society savings,33,None,Own,1,Skilled,2,No,No,High Risk
1,12,Existing credits paid back,Car (new),900,Unknown / None,1 - 4 years,4,Male married/widowed,None,2,Car or other,23,None,Own,1,Skilled,2,No,No,High Risk
1,24,Existing credits paid back,Car (new),1207,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Building society savings,24,None,Rent,1,Skilled,2,No,No,High Risk
2,18,No credit history,Car (new),2278,100 <= savings < 500,< 1 year,3,Female divorced/separated/married,None,3,Car or other,28,None,Own,2,Skilled,2,No,No,High Risk
1,60,Delay in paying,Business,6836,< 100 DM,>= 7 years,3,Male single,None,4,Unknown / None,63,None,Own,2,Skilled,2,Yes,No,High Risk
1,24,Existing credits paid back,Furniture/equipment,3345,< 100 DM,>= 7 years,4,Male single,None,2,Building society savings,39,None,Rent,1,Highly skilled,2,Yes,No,High Risk
1,6,All credits paid back,Education,1198,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,4,Unknown / None,35,None,Free,1,Skilled,2,No,No,High Risk
2,48,Existing credits paid back,Business,15672,< 100 DM,1 - 4 years,2,Male single,None,2,Car or other,23,None,Own,1,Skilled,2,Yes,No,High Risk
1,60,Existing credits paid back,Business,7297,< 100 DM,>= 7 years,4,Male single,Co-applicant,4,Unknown / None,36,None,Rent,1,Skilled,2,No,No,High Risk
4,18,Existing credits paid back,Repairs,1943,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Real estate,23,None,Own,1,Skilled,2,No,No,High Risk
1,18,Existing credits paid back,Radio/TV,3190,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Real estate,24,None,Own,1,Skilled,2,No,No,High Risk
2,9,All credits paid back,Car (used),5129,< 100 DM,>= 7 years,2,Female divorced/separated/married,None,4,Unknown / None,74,Bank,Free,1,Highly skilled,1,Yes,No,High Risk
4,18,Delay in paying,Furniture/equipment,1808,< 100 DM,4 - 7 years,4,Female divorced/separated/married,None,1,Real estate,22,None,Own,1,Skilled,2,No,No,High Risk
3,10,Existing credits paid back,Car (new),1240,100 <= savings < 500,>= 7 years,1,Female divorced/separated/married,None,4,Unknown / None,48,None,Free,1,Unskilled,1,No,No,High Risk
1,12,Existing credits paid back,Car (new),759,< 100 DM,4 - 7 years,4,Male single,None,2,Real estate,26,None,Own,1,Skilled,2,No,No,High Risk
2,8,Existing credits paid back,Furniture/equipment,1237,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,4,Real estate,24,None,Own,1,Skilled,2,No,No,High Risk
4,9,Existing credits paid back,Furniture/equipment,1980,< 100 DM,< 1 year,2,Female divorced/separated/married,Co-applicant,2,Car or other,19,None,Rent,2,Skilled,2,No,No,High Risk
2,48,Existing credits paid back,Radio/TV,10961,>= 1000 DM,4 - 7 years,1,Male single,Co-applicant,2,Unknown / None,27,Bank,Own,2,Skilled,2,Yes,No,High Risk
1,36,Delay in paying,Education,6887,< 100 DM,1 - 4 years,4,Male single,None,3,Building society savings,29,Stores,Own,1,Skilled,2,Yes,No,High Risk
1,24,Existing credits paid back,Radio/TV,1938,< 100 DM,< 1 year,4,Male divorced/separated,None,3,Building society savings,32,None,Own,1,Skilled,2,No,No,High Risk
1,21,Existing credits paid back,Radio/TV,1835,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,2,Real estate,25,None,Own,2,Skilled,2,Yes,No,High Risk
1,24,Delay in paying,Radio/TV,1659,< 100 DM,< 1 year,4,Female divorced/separated/married,None,2,Car or other,29,None,Rent,1,Unskilled,2,Yes,No,High Risk
2,6,Delay in paying,Car (new),1209,< 100 DM,Unemployed,4,Male single,None,4,Building society savings,47,None,Own,1,Highly skilled,2,Yes,No,High Risk
2,48,No credit history,Business,3844,100 <= savings < 500,4 - 7 years,4,Male single,None,4,Unknown / None,34,None,Free,1,Unskilled,1,No,No,High Risk
1,12,Critical account,Car (new),4843,< 100 DM,>= 7 years,3,Male single,Co-applicant,4,Building society savings,43,None,Rent,2,Skilled,2,Yes,No,High Risk
2,12,Existing credits paid back,Repairs,639,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,30,None,Own,1,Skilled,2,No,No,High Risk
2,48,Existing credits paid back,Radio/TV,5951,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Real estate,22,None,Own,1,Skilled,2,No,No,High Risk
2,36,No credit history,Radio/TV,3804,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,1,Car or other,42,None,Own,1,Skilled,2,Yes,No,High Risk
4,36,Delay in paying,Radio/TV,4463,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,26,None,Own,2,Highly skilled,2,Yes,No,High Risk
4,36,Delay in paying,Business,7980,Unknown / None,< 1 year,4,Male single,None,4,Car or other,27,None,Rent,2,Skilled,2,Yes,No,High Risk
3,36,Existing credits paid back,Radio/TV,4210,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,26,None,Own,1,Skilled,2,No,No,High Risk
4,6,Existing credits paid back,Furniture/equipment,4611,< 100 DM,< 1 year,1,Female divorced/separated/married,None,4,Building society savings,32,None,Own,1,Skilled,2,No,No,High Risk
2,24,Existing credits paid back,Car (used),11560,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,4,Car or other,23,None,Rent,2,Highly skilled,2,No,No,High Risk
4,18,No credit history,Business,4165,< 100 DM,1 - 4 years,2,Male single,None,2,Car or other,36,Stores,Own,2,Skilled,1,No,No,High Risk
2,24,Existing credits paid back,Furniture/equipment,4057,< 100 DM,4 - 7 years,3,Male divorced/separated,None,3,Car or other,43,None,Own,1,Skilled,2,Yes,No,High Risk
4,18,All credits paid back,Car (new),6458,< 100 DM,>= 7 years,2,Male single,None,4,Unknown / None,39,Bank,Own,2,Highly skilled,1,Yes,No,High Risk
4,12,Existing credits paid back,Car (new),1386,500 <= savings < 1000,1 - 4 years,2,Female divorced/separated/married,None,2,Building society savings,26,None,Own,1,Skilled,2,No,No,High Risk
1,36,Existing credits paid back,Education,1977,Unknown / None,>= 7 years,4,Male single,None,4,Unknown / None,40,None,Own,1,Highly skilled,2,Yes,No,High Risk
2,18,Critical account,Furniture/equipment,1928,< 100 DM,< 1 year,2,Male single,None,2,Real estate,31,None,Own,2,Unskilled,2,No,No,High Risk
4,12,Existing credits paid back,Furniture/equipment,1123,500 <= savings < 1000,1 - 4 years,4,Female divorced/separated/married,None,4,Car or other,29,None,Rent,1,Unskilled,2,No,No,High Risk
2,24,Existing credits paid back,Others,11328,< 100 DM,1 - 4 years,2,Male single,Co-applicant,3,Car or other,29,Bank,Own,2,Highly skilled,2,Yes,No,High Risk
